"","SA","Household Size","Family household type","Households count"
"1","Wantirna South","One person","One family household: Couple family with no children",0
"2","Wantirna South","One person","One family household: Couple family with children",0
"3","Wantirna South","One person","One family household: One parent family",0
"4","Wantirna South","One person","One family household: Other family",0
"5","Wantirna South","One person","Two or more family household: Couple family with no children",0
"6","Wantirna South","One person","Two or more family household: Couple family with children",0
"7","Wantirna South","One person","Two or more family household: One parent family",0
"8","Wantirna South","One person","Two or more family household: Other family",0
"9","Wantirna South","One person","Lone person household",1056
"10","Wantirna South","One person","Group household",0
"11","Wantirna South","Two persons","One family household: Couple family with no children",2580
"12","Wantirna South","Two persons","One family household: Couple family with children",0
"13","Wantirna South","Two persons","One family household: One parent family",444
"14","Wantirna South","Two persons","One family household: Other family",100
"15","Wantirna South","Two persons","Two or more family household: Couple family with no children",0
"16","Wantirna South","Two persons","Two or more family household: Couple family with children",0
"17","Wantirna South","Two persons","Two or more family household: One parent family",0
"18","Wantirna South","Two persons","Two or more family household: Other family",0
"19","Wantirna South","Two persons","Lone person household",0
"20","Wantirna South","Two persons","Group household",146
"21","Wantirna South","Three persons","One family household: Couple family with no children",195
"22","Wantirna South","Three persons","One family household: Couple family with children",2334
"23","Wantirna South","Three persons","One family household: One parent family",618
"24","Wantirna South","Three persons","One family household: Other family",36
"25","Wantirna South","Three persons","Two or more family household: Couple family with no children",0
"26","Wantirna South","Three persons","Two or more family household: Couple family with children",0
"27","Wantirna South","Three persons","Two or more family household: One parent family",0
"28","Wantirna South","Three persons","Two or more family household: Other family",0
"29","Wantirna South","Three persons","Lone person household",0
"30","Wantirna South","Three persons","Group household",69
"31","Wantirna South","Four persons","One family household: Couple family with no children",12
"32","Wantirna South","Four persons","One family household: Couple family with children",4724
"33","Wantirna South","Four persons","One family household: One parent family",264
"34","Wantirna South","Four persons","One family household: Other family",0
"35","Wantirna South","Four persons","Two or more family household: Couple family with no children",96
"36","Wantirna South","Four persons","Two or more family household: Couple family with children",0
"37","Wantirna South","Four persons","Two or more family household: One parent family",52
"38","Wantirna South","Four persons","Two or more family household: Other family",0
"39","Wantirna South","Four persons","Lone person household",0
"40","Wantirna South","Four persons","Group household",12
"41","Wantirna South","Five persons","One family household: Couple family with no children",0
"42","Wantirna South","Five persons","One family household: Couple family with children",2480
"43","Wantirna South","Five persons","One family household: One parent family",165
"44","Wantirna South","Five persons","One family household: Other family",0
"45","Wantirna South","Five persons","Two or more family household: Couple family with no children",0
"46","Wantirna South","Five persons","Two or more family household: Couple family with children",145
"47","Wantirna South","Five persons","Two or more family household: One parent family",45
"48","Wantirna South","Five persons","Two or more family household: Other family",0
"49","Wantirna South","Five persons","Lone person household",0
"50","Wantirna South","Five persons","Group household",0
"51","Wantirna South","Six or more persons","One family household: Couple family with no children",0
"52","Wantirna South","Six or more persons","One family household: Couple family with children",834
"53","Wantirna South","Six or more persons","One family household: One parent family",72
"54","Wantirna South","Six or more persons","One family household: Other family",0
"55","Wantirna South","Six or more persons","Two or more family household: Couple family with no children",0
"56","Wantirna South","Six or more persons","Two or more family household: Couple family with children",342
"57","Wantirna South","Six or more persons","Two or more family household: One parent family",36
"58","Wantirna South","Six or more persons","Two or more family household: Other family",0
"59","Wantirna South","Six or more persons","Lone person household",0
"60","Wantirna South","Six or more persons","Group household",0
