SA2;FT statistic;FT p-value;FT degrees of freedom
Abbotsford;199.364035083527;0.0909090909090909;nan
Airport West;534.991873608514;0.0909090909090909;nan
Albert Park;708.813216790712;0.0909090909090909;nan
Alphington - Fairfield;442.288170689285;0.0909090909090909;nan
Altona;716.583142418476;0.0909090909090909;nan
Altona Meadows;1150.27485634646;0.0909090909090909;nan
Altona North;807.413380004844;0.0909090909090909;nan
Ardeer - Albion;276.761270174123;0.0909090909090909;nan
Armadale;349.782555063622;0.0909090909090909;nan
Ascot Vale;646.823350479642;0.0909090909090909;nan
Ashburton (Vic.);886.225288560113;0.0909090909090909;nan
Ashwood - Chadstone;982.956207500288;0.0909090909090909;nan
Aspendale Gardens - Waterways;696.01429687349;0.0909090909090909;nan
Bacchus Marsh;1360.68882733206;0.0909090909090909;nan
Balwyn;1475.01240996919;0.0909090909090909;nan
Balwyn North;2052.45787959227;0.0909090909090909;nan
Bayswater;763.217766024084;0.0909090909090909;nan
Bayswater North;852.310663244383;0.0909090909090909;nan
Beaconsfield - Officer;555.025760925431;0.0909090909090909;nan
Beaumaris;1635.07098605993;0.0909090909090909;nan
Belgrave - Selby;837.964748083661;0.0909090909090909;nan
Bentleigh - McKinnon;1887.32266545835;0.0909090909090909;nan
Bentleigh East (North);1393.74800066525;0.0909090909090909;nan
Bentleigh East (South);1278.78344762723;0.0909090909090909;nan
Berwick - North;1540.4943664408;0.0909090909090909;nan
Berwick - South;1351.61499594139;0.0909090909090909;nan
Blackburn;1605.96947626256;0.0909090909090909;nan
Blackburn South;1040.10010788628;0.0909090909090909;nan
Boronia;1311.21944994852;0.0909090909090909;nan
Box Hill;1053.31615088013;0.0909090909090909;nan
Box Hill North;1269.91402916827;0.0909090909090909;nan
Braeside;38.8604426431867;0.0909090909090909;nan
Braybrook;718.984032859034;0.0909090909090909;nan
Brighton (Vic.);2143.10410066069;0.0909090909090909;nan
Brighton East;1925.14644147233;0.0909090909090909;nan
Broadmeadows;612.502764733024;0.0909090909090909;nan
Brunswick;499.620636406949;0.0909090909090909;nan
Brunswick East;266.765253740523;0.0909090909090909;nan
Brunswick West;399.47018547574;0.0909090909090909;nan
Bulleen;906.87727480972;0.0909090909090909;nan
Bundoora - East;792.747726966674;0.0909090909090909;nan
Bundoora - North;384.760894193764;0.0909090909090909;nan
Bundoora - West;415.259134699125;0.0909090909090909;nan
Bunyip - Garfield;581.971178376324;0.0909090909090909;nan
Burnside;392.833283249139;0.0909090909090909;nan
Burnside Heights;202.871920475115;0.0909090909090909;nan
Burwood;590.505075882835;0.0909090909090909;nan
Burwood East;828.627259304432;0.0909090909090909;nan
Cairnlea;387.612852979129;0.0909090909090909;nan
Camberwell;2159.77477147814;0.0909090909090909;nan
Campbellfield - Coolaroo;698.545330477733;0.0909090909090909;nan
Carlton;269.180280642299;0.0909090909090909;nan
Carlton North - Princes Hill;364.061867603803;0.0909090909090909;nan
Carnegie;719.439900640613;0.0909090909090909;nan
Caroline Springs;798.206708525294;0.0909090909090909;nan
Carrum - Patterson Lakes;867.112876610116;0.0909090909090909;nan
Carrum Downs;1111.25642971682;0.0909090909090909;nan
Caulfield - North;883.438840803511;0.0909090909090909;nan
Caulfield - South;1431.0026643135;0.0909090909090909;nan
Chelsea - Bonbeach;792.066859708822;0.0909090909090909;nan
Chelsea Heights;594.156898918314;0.0909090909090909;nan
Cheltenham - Highett (East);1444.74081946386;0.0909090909090909;nan
Cheltenham - Highett (West);926.811977303436;0.0909090909090909;nan
Chirnside Park;619.982510481613;0.0909090909090909;nan
Clarinda - Oakleigh South;921.304764711149;0.0909090909090909;nan
Clayton;1156.12309978445;0.0909090909090909;nan
Clayton South;809.0503884525;0.0909090909090909;nan
Coburg;950.399771133729;0.0909090909090909;nan
Coburg North;514.652676695429;0.0909090909090909;nan
Collingwood;211.588282563198;0.0909090909090909;nan
Craigieburn - Central;486.289834534089;0.0909090909090909;nan
Craigieburn - North;438.88235675502;0.0909090909090909;nan
Craigieburn - South;590.402884145472;0.0909090909090909;nan
Craigieburn - West;593.878863099557;0.0909090909090909;nan
Cranbourne;1023.30790712504;0.0909090909090909;nan
Cranbourne East;1085.77820473189;0.0909090909090909;nan
Cranbourne North;851.437638887516;0.0909090909090909;nan
Cranbourne South;577.102209251039;0.0909090909090909;nan
Cranbourne West;626.715597733311;0.0909090909090909;nan
Croydon - East;626.880648506042;0.0909090909090909;nan
Croydon - West;929.003807327191;0.0909090909090909;nan
Croydon Hills - Warranwood;1351.04958514374;0.0909090909090909;nan
Croydon South;402.332922557761;0.0909090909090909;nan
Dandenong;1180.28523651318;0.0909090909090909;nan
Dandenong North;1438.59743311846;0.0909090909090909;nan
Deer Park - Derrimut;1063.6250019475;0.0909090909090909;nan
Delahey;564.428788843962;0.0909090909090909;nan
Dingley Village;1056.19973526674;0.0909090909090909;nan
Docklands;167.40437730124;0.0909090909090909;nan
Doncaster;1432.88204359895;0.0909090909090909;nan
Doncaster East (North);1186.3620726647;0.0909090909090909;nan
Doncaster East (South);1417.54432881309;0.0909090909090909;nan
Donvale - Park Orchards;1552.82305319102;0.0909090909090909;nan
Doreen;1050.48176659832;0.0909090909090909;nan
Doveton;431.989435545465;0.0909090909090909;nan
Dromana;732.776293833181;0.0909090909090909;nan
East Melbourne;199.617636398724;0.0909090909090909;nan
Edithvale - Aspendale;868.908604250905;0.0909090909090909;nan
Elsternwick;539.041064280994;0.0909090909090909;nan
Eltham;2131.58755554941;0.0909090909090909;nan
Elwood;374.845298172437;0.0909090909090909;nan
Emerald - Cockatoo;1484.72178548977;0.0909090909090909;nan
