SA2;Cosine similarity
Abbotsford;0.995476867330506
Airport West;0.964807497596099
Albert Park;0.974384735895442
Alphington - Fairfield;0.97596395594637
Altona;0.969453830863984
Altona Meadows;0.973497430015916
Altona North;0.975243368553094
Ardeer - Albion;0.986497368765572
Armadale;0.983768058387895
Ascot Vale;0.979640873777071
Ashburton (Vic.);0.944141295154362
Ashwood - Chadstone;0.975921410808901
Aspendale Gardens - Waterways;0.958932426274124
Bacchus Marsh;0.96737040176405
Balwyn;0.952361141850413
Balwyn North;0.947925409578019
Bayswater;0.972023567190478
Bayswater North;0.970382217691668
Beaconsfield - Officer;0.981114247024711
Beaumaris;0.933029695831672
Belgrave - Selby;0.955209444426235
Bentleigh - McKinnon;0.954649605651335
Bentleigh East (North);0.952332348912162
Bentleigh East (South);0.950292093949314
Berwick - North;0.964195075524595
Berwick - South;0.978897663653215
Blackburn;0.963350670075394
Blackburn South;0.950080818953995
Boronia;0.972428856817487
Box Hill;0.97954298267421
Box Hill North;0.962309468191679
Braeside;0.668434144830263
Braybrook;0.985978963414915
Brighton (Vic.);0.946303884477832
Brighton East;0.934696047214173
Broadmeadows;0.982036373165528
Brunswick;0.994535724994207
Brunswick East;0.993870151576384
Brunswick West;0.989943830834662
Bulleen;0.955498511505011
Bundoora - East;0.962545975916903
Bundoora - North;0.978128128227951
Bundoora - West;0.970994192875635
Bunyip - Garfield;0.962699296650958
Burnside;0.96238818098533
Burnside Heights;0.989698971538447
Burwood;0.983254906619236
Burwood East;0.961669797002136
Cairnlea;0.981567784795366
Camberwell;0.951872209246211
Campbellfield - Coolaroo;0.98071435778289
Carlton;0.997952870105945
Carlton North - Princes Hill;0.985096736792856
Carnegie;0.985459445155522
Caroline Springs;0.983172640988563
Carrum - Patterson Lakes;0.956924313779846
Carrum Downs;0.975639254466324
Caulfield - North;0.982686589041888
Caulfield - South;0.958786510911727
Chelsea - Bonbeach;0.974114079344015
Chelsea Heights;0.94761666424537
Cheltenham - Highett (East);0.967832773919896
Cheltenham - Highett (West);0.954280559692479
Chirnside Park;0.96839540757181
Clarinda - Oakleigh South;0.959424293170655
Clayton;0.982405073991288
Clayton South;0.976257938317221
Coburg;0.98407732003067
Coburg North;0.970550764123704
Collingwood;0.993994924611351
Craigieburn - Central;0.974423629951652
Craigieburn - North;0.986590076593173
Craigieburn - South;0.985751510563799
Craigieburn - West;0.991514602601213
Cranbourne;0.975936946855275
Cranbourne East;0.98903008200315
Cranbourne North;0.984756177122721
Cranbourne South;0.969846801527762
Cranbourne West;0.988413702464537
Croydon - East;0.980281034785811
Croydon - West;0.965549186488789
Croydon Hills - Warranwood;0.961829801573589
Croydon South;0.961301563226505
Dandenong;0.98611495872599
Dandenong North;0.969894402624626
Deer Park - Derrimut;0.984871245802119
Delahey;0.974162488769192
Dingley Village;0.945186861611041
Docklands;0.996327218978269
Doncaster;0.964805017405352
Doncaster East (North);0.959001104132461
Doncaster East (South);0.951935932316416
Donvale - Park Orchards;0.948608480391403
Doreen;0.98178475999293
Doveton;0.982337864147757
Dromana;0.961810093550846
East Melbourne;0.987801171940597
Edithvale - Aspendale;0.963902082963636
Elsternwick;0.975435596614615
Eltham;0.950284523993691
Elwood;0.989682981056875
Emerald - Cockatoo;0.955716671781724
Endeavour Hills - North;0.973445578567984
Endeavour Hills - South;0.967668262204141
Epping - East;0.976760319398132
Epping - South;0.970658699196466
Epping - West;0.98797450925905
Essendon - Aberfeldie;0.979667805505033
Fawkner;0.978192377869012
Ferntree Gully (North);0.973328012118154
Ferntree Gully (South) - Upper Ferntree Gully;0.969152927944544
Fitzroy;0.991275865279983
Fitzroy North;0.987120534323027
Flemington;0.989678904180422
Flemington Racecourse;0.792717889887645
Flinders;0.91890552855392
Footscray;0.99346624527663
Forest Hill;0.965922536632548
Frankston;0.970713894292018
Frankston North;0.974395318314548
Frankston South;0.957257873498933
Gisborne;0.95810102431766
Gladstone Park - Westmeadows;0.969041895431509
Glen Iris - East;0.952636569611952
Glen Waverley - East;0.950628399649438
Glen Waverley - West;0.954712398711527
Glenroy;0.98004226716074
Gowanbrae;0.959895611348421
Greensborough;0.963236218856749
Greenvale - Bulla;0.976703158722247
Hadfield;0.977812788226533
Hallam;0.972158807870126
Hampton;0.952252100743598
Hampton Park - Lynbrook;0.980222539298988
Hastings - Somers;0.960050985801877
Hawthorn;0.990480669712738
Hawthorn East;0.984394593474204
Healesville - Yarra Glen;0.958534704628513
Heidelberg - Rosanna;0.96591078273989
Heidelberg West;0.976436765250355
Hillside;0.981432270835373
Hoppers Crossing - North;0.975216375182388
Hoppers Crossing - South;0.971001776445668
Hughesdale;0.974659567436879
Hurstbridge;0.951417272538672
Ivanhoe;0.957532094840561
Ivanhoe East - Eaglemont;0.946914587204275
Keilor;0.950533350240142
Keilor Downs;0.966678986123445
Keilor East;0.956794471805991
Kensington (Vic.);0.990092029462711
Kew;0.965133256490226
Kew East;0.945346735927477
Keysborough;0.971786314732593
Kilsyth;0.968574679140355
Kinglake;0.951977402475027
Kings Park (Vic.);0.970751794002292
Kingsbury;0.965183576473584
Knoxfield - Scoresby;0.964967987592019
Koo Wee Rup;0.966502214678345
Lalor;0.973443970165754
Langwarrin;0.964730584547805
Laverton;0.985676174296517
Lilydale - Coldstream;0.97137955542686
Lynbrook - Lyndhurst;0.985268162991212
Lysterfield;0.958651438639384
Macedon;0.938394058225911
Malvern - Glen Iris;0.976003091244131
Malvern East;0.968285703719185
Maribyrnong;0.983742416330736
Meadow Heights;0.980381855757526
Melbourne;0.998794919938185
Melbourne Airport;0.576204994764905
Melton;0.979080401892919
Melton South;0.984655668069394
Melton West;0.981199375174238
Mentone;0.971070495209199
Mernda;0.987402954332765
Mickleham - Yuroke;0.979896474923165
Mill Park - North;0.970604185148398
Mill Park - South;0.969386134147106
Mitcham (Vic.);0.969769944782135
Monbulk - Silvan;0.951370230096465
Montmorency - Briar Hill;0.959125892807135
Montrose;0.957521178887563
Moonee Ponds;0.974445599849769
Moorabbin - Heatherton;0.96077436497661
Mooroolbark;0.970179711581653
Mordialloc - Parkdale;0.966630977696865
Mornington;0.954712821444187
Mount Dandenong - Olinda;0.94578041516031
Mount Eliza;0.930463327666069
Mount Evelyn;0.966969354324263
Mount Martha;0.947910875177045
Mount Waverley - North;0.953195959096816
Mount Waverley - South;0.96220085340264
Mulgrave;0.967476032441043
Murrumbeena;0.982254949913436
Narre Warren - North East;0.975314771852254
Narre Warren - South West;0.977263276306845
Narre Warren North;0.962947255669704
Narre Warren South (East);0.974119675919858
Narre Warren South (West);0.98241783741258
Newport;0.973706270743281
Niddrie - Essendon West;0.965722822372495
Noble Park - East;0.984242362161817
Noble Park - West;0.976980332779547
Noble Park North;0.972553891679122
North Melbourne;0.995744997011867
