SA2;Cosine similarity
Abbotsford;0.999929457233258
Airport West;0.999787205291146
Albert Park;0.999808252192093
Alphington - Fairfield;0.999885592489778
Altona;0.999542034509335
Altona Meadows;0.99921046486267
Altona North;0.999915217948411
Ardeer - Albion;0.999604120813557
Armadale;0.999730044948289
Ascot Vale;0.999696282930815
Ashburton (Vic.);0.999661567991193
Ashwood - Chadstone;0.999436937934447
Aspendale Gardens - Waterways;0.99969235023421
Bacchus Marsh;0.999467089352125
Balwyn;0.999303641348725
Balwyn North;0.999570776782635
Bayswater;0.999267223168924
Bayswater North;0.999346198253391
Beaconsfield - Officer;0.999819261494628
Beaumaris;0.999554447583697
Belgrave - Selby;0.999133118836575
Bentleigh - McKinnon;0.999176748263421
Bentleigh East (North);0.999390440316521
Bentleigh East (South);0.99965810820839
Berwick - North;0.999458369609655
Berwick - South;0.999723059982073
Blackburn;0.99934144285273
Blackburn South;0.999441164340959
Boronia;0.999264982451496
Box Hill;0.999545097899995
Box Hill North;0.999445548727987
Braeside;0.914285714285714
Braybrook;0.999088211882114
Brighton (Vic.);0.999549526565294
Brighton East;0.999550558238261
Broadmeadows;0.999588325287204
Brunswick;0.999938569148594
Brunswick East;0.999863282066167
Brunswick West;0.999814016183662
Bulleen;0.999340768875759
Bundoora - East;0.999458254391391
Bundoora - North;0.999205826225801
Bundoora - West;0.999459115725802
Bunyip - Garfield;0.999480259299185
Burnside;0.999722404080233
Burnside Heights;0.999848507288553
Burwood;0.999556394439838
Burwood East;0.999085129454344
Cairnlea;0.999651596366607
Camberwell;0.999318757067071
Campbellfield - Coolaroo;0.999882976429546
Carlton;0.999994839552114
Carlton North - Princes Hill;0.999845854794369
Carnegie;0.999684555982962
Caroline Springs;0.99994492941107
Carrum - Patterson Lakes;0.999551350261812
Carrum Downs;0.999406270107532
Caulfield - North;0.999800607172191
Caulfield - South;0.999387681902015
Chelsea - Bonbeach;0.999421705189297
Chelsea Heights;0.999312236824509
Cheltenham - Highett (East);0.999549008590417
Cheltenham - Highett (West);0.99992025563734
Chirnside Park;0.999036273814047
Clarinda - Oakleigh South;0.999543780590913
Clayton;0.999697495329689
Clayton South;0.998915527488623
Coburg;0.99958819060036
Coburg North;0.99955105163771
Collingwood;0.999947921152248
Craigieburn - Central;0.999515431364639
Craigieburn - North;0.999916093006084
Craigieburn - South;0.999784688891707
Craigieburn - West;0.999860555876493
Cranbourne;0.999071241431717
Cranbourne East;0.999787189459649
Cranbourne North;0.999788851026029
Cranbourne South;0.999413663801327
Cranbourne West;0.999803079850382
Croydon - East;0.999337408690557
Croydon - West;0.999561405155229
Croydon Hills - Warranwood;0.99950736558969
Croydon South;0.999607573605195
Dandenong;0.999319782674217
Dandenong North;0.999469112829609
Deer Park - Derrimut;0.999707545965141
Delahey;0.999473184004998
Dingley Village;0.999639204250755
Docklands;0.999982597016075
Doncaster;0.999137736617832
Doncaster East (North);0.999724510768109
Doncaster East (South);0.999640656936954
Donvale - Park Orchards;0.999564149504395
Doreen;0.999765340981188
Doveton;0.999678372138523
Dromana;0.999459695524639
East Melbourne;0.999804600857138
Edithvale - Aspendale;0.999553120600315
Elsternwick;0.999612349251377
Eltham;0.999577942728849
Elwood;0.999839211941526
Emerald - Cockatoo;0.999297778833884
Endeavour Hills - North;0.999644086823369
Endeavour Hills - South;0.999762793673139
Epping - East;0.999641886558723
Epping - South;0.999669346799724
Epping - West;0.999898219435738
Essendon - Aberfeldie;0.999754171213957
Fawkner;0.999784382539046
Ferntree Gully (North);0.999398796451418
Ferntree Gully (South) - Upper Ferntree Gully;0.999209776486417
Fitzroy;0.999697711790856
Fitzroy North;0.999790940187782
Flemington;0.999774210760715
Flemington Racecourse;0.979859164856024
Flinders;0.998528286685399
Footscray;0.999815843782494
Forest Hill;0.999363249347678
Frankston;0.99846230283363
Frankston North;0.998815230727252
Frankston South;0.999691601584581
Gisborne;0.999685095115508
Gladstone Park - Westmeadows;0.999741073941938
Glen Iris - East;0.999592874593962
Glen Waverley - East;0.999267738824135
Glen Waverley - West;0.999088827199152
Glenroy;0.999268508125246
Gowanbrae;0.999820178952651
Greensborough;0.999652203460424
Greenvale - Bulla;0.999924489248911
Hadfield;0.999827062102554
Hallam;0.999846510476737
Hampton;0.999597603596671
Hampton Park - Lynbrook;0.999698490571211
Hastings - Somers;0.999319339138058
Hawthorn;0.999866378894445
Hawthorn East;0.999617181648397
Healesville - Yarra Glen;0.999554932116516
Heidelberg - Rosanna;0.999460837940851
Heidelberg West;0.999482733550976
Hillside;0.999798786289857
Hoppers Crossing - North;0.999730844792387
Hoppers Crossing - South;0.999599999426592
Hughesdale;0.999615333840901
Hurstbridge;0.999228917809344
Ivanhoe;0.999518228630944
Ivanhoe East - Eaglemont;0.999119523346328
Keilor;0.999608588886857
Keilor Downs;0.999646987836014
Keilor East;0.999501588850591
Kensington (Vic.);0.999935108960575
Kew;0.999480192498734
Kew East;0.999790169871312
Keysborough;0.999639573136332
Kilsyth;0.999741219678442
Kinglake;0.999239368905393
Kings Park (Vic.);0.999631338583871
Kingsbury;0.999354846361014
Knoxfield - Scoresby;0.999404772682437
Koo Wee Rup;0.999574296885055
Lalor;0.999464186830333
Langwarrin;0.999251545318457
Laverton;0.999475238682133
Lilydale - Coldstream;0.999540992577733
Lynbrook - Lyndhurst;0.999914160935297
Lysterfield;0.999631760438245
Macedon;0.999605653587298
Malvern - Glen Iris;0.999602908220582
Malvern East;0.999521166635555
Maribyrnong;0.999015013730795
Meadow Heights;0.999888647732437
Melbourne;0.999999532723403
Melbourne Airport;0.94494631651637
Melton;0.999369244191236
Melton South;0.999734037562791
Melton West;0.999632274161455
Mentone;0.999304644520702
Mernda;0.999733348860855
Mickleham - Yuroke;0.999475542894518
Mill Park - North;0.999688724584085
Mill Park - South;0.999610869850917
Mitcham (Vic.);0.99962417173681
Monbulk - Silvan;0.999084702898881
Montmorency - Briar Hill;0.999613253141888
Montrose;0.999755305913048
Moonee Ponds;0.999703392356041
Moorabbin - Heatherton;0.999273712526117
Mooroolbark;0.999467986181527
Mordialloc - Parkdale;0.999488050546586
Mornington;0.999371793425594
Mount Dandenong - Olinda;0.999405037939482
Mount Eliza;0.999471855661234
Mount Evelyn;0.999474665743146
Mount Martha;0.999315090925091
Mount Waverley - North;0.999485243855416
Mount Waverley - South;0.999342264164934
Mulgrave;0.999477381623394
Murrumbeena;0.999732411332637
Narre Warren - North East;0.999706340267927
Narre Warren - South West;0.999737154194176
Narre Warren North;0.999877403664177
Narre Warren South (East);0.999851483312081
Narre Warren South (West);0.999819304262696
Newport;0.999670494778162
Niddrie - Essendon West;0.999509776971867
Noble Park - East;0.999379300907525
Noble Park - West;0.999049258195861
Noble Park North;0.999766107015465
North Melbourne;0.99995009374304
Northcote;0.999760606642945
Nunawading;0.999508701129533
Oakleigh - Huntingdale;0.999473638055772
Ormond - Glen Huntly;0.999545515935081
Pakenham - North;0.999474741305333
Pakenham - South;0.999584431428413
Panton Hill - St Andrews;0.998879563879467
Parkville;0.99987977287163
Pascoe Vale;0.999628916162755
Pascoe Vale South;0.999764730761584
