SA2;SAE;Population size
Abbotsford;0.107876508066145;7254.568677382
Airport West;0.203295768446341;7108.982817168
Albert Park;0.168194799629618;13848.19931995
Alphington - Fairfield;0.175174380807939;8386.999991613
Altona;0.195354660165446;12052.234898886
Altona Meadows;0.192996060466277;18062.22809019
Altona North;0.191299243195421;12770.564280698
Ardeer - Albion;0.146921043405833;7049.28025524
Armadale;0.158289124762173;8172.66188466
Ascot Vale;0.165448244459514;13755.598784736
Ashburton (Vic.);0.265722469866236;7320.2538717
Ashwood - Chadstone;0.183376987446931;16832.875251625
Aspendale Gardens - Waterways;0.229814017113591;8704.639012986
Bacchus Marsh;0.206634267247539;19133.93613697
Balwyn;0.246456464450641;15077.170107101
Balwyn North;0.244808247878164;19569.565239147
Bayswater;0.198124098002268;11288.38947962
Bayswater North;0.207272254057466;10830.464049195
Beaconsfield - Officer;0.162657086539998;12444.177244096
Beaumaris;0.278949290528569;12852.498826882
Belgrave - Selby;0.245162542136436;9395.561831265
Bentleigh - McKinnon;0.229767953628063;21409.04494272
Bentleigh East (North);0.233537882893423;14196.75197248
Bentleigh East (South);0.230654919237923;12537.128490978
Berwick - North;0.212803004982895;21568.231414744
Berwick - South;0.169348254762828;25210.7442216
Blackburn;0.213791798173991;20290.90492868
Blackburn South;0.252290576262784;10076.66699403
Boronia;0.197151653931139;20596.930603962
Box Hill;0.182650758627822;18621.364624674
Box Hill North;0.209225427950316;16864.843212035
Braeside;1.39639640070368;7.278688512
Braybrook;0.155334393411747;16863.04125712
Brighton (Vic.);0.249272872721389;20784.335927908
Brighton East;0.277606091988248;14824.833615936
Broadmeadows;0.168325544150261;11853.780675468
Brunswick;0.109467789461648;23472.690547188
Brunswick East;0.110464494767141;10332.533109675
Brunswick West;0.125086419122162;12655.160169027
Bulleen;0.228052871781284;10519.04748764
Bundoora - East;0.227905660740454;9259.192771158
Bundoora - North;0.181054556579618;7001.23839906
Bundoora - West;0.206864620598603;5893.351076246
Bunyip - Garfield;0.217779158622661;8002.087356185
Burnside;0.226782536368139;4464.252036332
Burnside Heights;0.126397465674115;5781.549504063
Burwood;0.177786323335564;11248.927884471
Burwood East;0.229912826760653;9794.318962131
Cairnlea;0.158883214418734;9322.139110608
Camberwell;0.252762323351596;19853.28531626
Campbellfield - Coolaroo;0.163733052159335;14897.000044691
Carlton;0.0804198621527039;15529.146561488
Carlton North - Princes Hill;0.155143897969703;7875.767610645
Carnegie;0.148339024407332;16857.999932568
Caroline Springs;0.155202245636017;18875.269850826
Carrum - Patterson Lakes;0.227452443427514;10734.642016537
Carrum Downs;0.184149563797018;19089.5497929
Caulfield - North;0.167202763141884;19224.277439664
Caulfield - South;0.224672845861242;16359.987350875
Chelsea - Bonbeach;0.190199297604997;12914.804168785
Chelsea Heights;0.257279270603347;5230.148379426
Cheltenham - Highett (East);0.205252397458063;20936.213631736
Cheltenham - Highett (West);0.230243509601862;10238.41745883
Chirnside Park;0.207036903545838;9369.401141756
Clarinda - Oakleigh South;0.237054885653195;10969.972996998
Clayton;0.201769724660369;18578.923309089
Clayton South;0.191339474476214;12023.999963928
Coburg;0.140083938846717;24762.95158302
Coburg North;0.211426164994107;6995.266749152
Collingwood;0.115418751998797;7484.419353668
Craigieburn - Central;0.190404308386654;7880.357101726
Craigieburn - North;0.140574760985196;10996.454777567
Craigieburn - South;0.145873687956009;15422.10585568
Craigieburn - West;0.133161203956046;13401.625843065
Cranbourne;0.182991640144851;18630.751063635
Cranbourne East;0.143081918803327;24390.899071776
Cranbourne North;0.148397874692725;19035.665822406
Cranbourne South;0.205522790675316;8184.675941392
Cranbourne West;0.141270175239375;14175.256677036
Croydon - East;0.167446465088673;13983.628967569
Croydon - West;0.216132477825738;12491.574275
Croydon Hills - Warranwood;0.217311999813703;17140.279511436
Croydon South;0.227201560752806;4525.39723344
