"","SA","Household Size","Family household type","Households count"
"1","Narre Warren South","One person","One family household: Couple family with no children",0
"2","Narre Warren South","One person","One family household: Couple family with children",0
"3","Narre Warren South","One person","One family household: One parent family",0
"4","Narre Warren South","One person","One family household: Other family",0
"5","Narre Warren South","One person","Two or more family household: Couple family with no children",0
"6","Narre Warren South","One person","Two or more family household: Couple family with children",0
"7","Narre Warren South","One person","Two or more family household: One parent family",0
"8","Narre Warren South","One person","Two or more family household: Other family",0
"9","Narre Warren South","One person","Lone person household",736
"10","Narre Warren South","One person","Group household",0
"11","Narre Warren South","Two persons","One family household: Couple family with no children",2944
"12","Narre Warren South","Two persons","One family household: Couple family with children",0
"13","Narre Warren South","Two persons","One family household: One parent family",526
"14","Narre Warren South","Two persons","One family household: Other family",82
"15","Narre Warren South","Two persons","Two or more family household: Couple family with no children",0
"16","Narre Warren South","Two persons","Two or more family household: Couple family with children",0
"17","Narre Warren South","Two persons","Two or more family household: One parent family",0
"18","Narre Warren South","Two persons","Two or more family household: Other family",0
"19","Narre Warren South","Two persons","Lone person household",0
"20","Narre Warren South","Two persons","Group household",192
"21","Narre Warren South","Three persons","One family household: Couple family with no children",207
"22","Narre Warren South","Three persons","One family household: Couple family with children",3264
"23","Narre Warren South","Three persons","One family household: One parent family",1074
"24","Narre Warren South","Three persons","One family household: Other family",45
"25","Narre Warren South","Three persons","Two or more family household: Couple family with no children",0
"26","Narre Warren South","Three persons","Two or more family household: Couple family with children",0
"27","Narre Warren South","Three persons","Two or more family household: One parent family",0
"28","Narre Warren South","Three persons","Two or more family household: Other family",0
"29","Narre Warren South","Three persons","Lone person household",0
"30","Narre Warren South","Three persons","Group household",54
"31","Narre Warren South","Four persons","One family household: Couple family with no children",64
"32","Narre Warren South","Four persons","One family household: Couple family with children",8292
"33","Narre Warren South","Four persons","One family household: One parent family",604
"34","Narre Warren South","Four persons","One family household: Other family",12
"35","Narre Warren South","Four persons","Two or more family household: Couple family with no children",152
"36","Narre Warren South","Four persons","Two or more family household: Couple family with children",0
"37","Narre Warren South","Four persons","Two or more family household: One parent family",104
"38","Narre Warren South","Four persons","Two or more family household: Other family",0
"39","Narre Warren South","Four persons","Lone person household",0
"40","Narre Warren South","Four persons","Group household",12
"41","Narre Warren South","Five persons","One family household: Couple family with no children",0
"42","Narre Warren South","Five persons","One family household: Couple family with children",4795
"43","Narre Warren South","Five persons","One family household: One parent family",255
"44","Narre Warren South","Five persons","One family household: Other family",0
"45","Narre Warren South","Five persons","Two or more family household: Couple family with no children",45
"46","Narre Warren South","Five persons","Two or more family household: Couple family with children",120
"47","Narre Warren South","Five persons","Two or more family household: One parent family",145
"48","Narre Warren South","Five persons","Two or more family household: Other family",0
"49","Narre Warren South","Five persons","Lone person household",0
"50","Narre Warren South","Five persons","Group household",0
"51","Narre Warren South","Six or more persons","One family household: Couple family with no children",0
"52","Narre Warren South","Six or more persons","One family household: Couple family with children",2766
"53","Narre Warren South","Six or more persons","One family household: One parent family",180
"54","Narre Warren South","Six or more persons","One family household: Other family",0
"55","Narre Warren South","Six or more persons","Two or more family household: Couple family with no children",0
"56","Narre Warren South","Six or more persons","Two or more family household: Couple family with children",744
"57","Narre Warren South","Six or more persons","Two or more family household: One parent family",222
"58","Narre Warren South","Six or more persons","Two or more family household: Other family",0
"59","Narre Warren South","Six or more persons","Lone person household",0
"60","Narre Warren South","Six or more persons","Group household",0
