"","SA","Household Size","Family household type","Households count"
"1","Hurstbridge","One person","One family household: Couple family with no children",0
"2","Hurstbridge","One person","One family household: Couple family with children",0
"3","Hurstbridge","One person","One family household: One parent family",0
"4","Hurstbridge","One person","One family household: Other family",0
"5","Hurstbridge","One person","Two or more family household: Couple family with no children",0
"6","Hurstbridge","One person","Two or more family household: Couple family with children",0
"7","Hurstbridge","One person","Two or more family household: One parent family",0
"8","Hurstbridge","One person","Two or more family household: Other family",0
"9","Hurstbridge","One person","Lone person household",187
"10","Hurstbridge","One person","Group household",0
"11","Hurstbridge","Two persons","One family household: Couple family with no children",508
"12","Hurstbridge","Two persons","One family household: Couple family with children",0
"13","Hurstbridge","Two persons","One family household: One parent family",106
"14","Hurstbridge","Two persons","One family household: Other family",18
"15","Hurstbridge","Two persons","Two or more family household: Couple family with no children",0
"16","Hurstbridge","Two persons","Two or more family household: Couple family with children",0
"17","Hurstbridge","Two persons","Two or more family household: One parent family",0
"18","Hurstbridge","Two persons","Two or more family household: Other family",0
"19","Hurstbridge","Two persons","Lone person household",0
"20","Hurstbridge","Two persons","Group household",28
"21","Hurstbridge","Three persons","One family household: Couple family with no children",24
"22","Hurstbridge","Three persons","One family household: Couple family with children",447
"23","Hurstbridge","Three persons","One family household: One parent family",126
"24","Hurstbridge","Three persons","One family household: Other family",0
"25","Hurstbridge","Three persons","Two or more family household: Couple family with no children",0
"26","Hurstbridge","Three persons","Two or more family household: Couple family with children",0
"27","Hurstbridge","Three persons","Two or more family household: One parent family",0
"28","Hurstbridge","Three persons","Two or more family household: Other family",0
"29","Hurstbridge","Three persons","Lone person household",0
"30","Hurstbridge","Three persons","Group household",9
"31","Hurstbridge","Four persons","One family household: Couple family with no children",0
"32","Hurstbridge","Four persons","One family household: Couple family with children",964
"33","Hurstbridge","Four persons","One family household: One parent family",72
"34","Hurstbridge","Four persons","One family household: Other family",0
"35","Hurstbridge","Four persons","Two or more family household: Couple family with no children",0
"36","Hurstbridge","Four persons","Two or more family household: Couple family with children",0
"37","Hurstbridge","Four persons","Two or more family household: One parent family",24
"38","Hurstbridge","Four persons","Two or more family household: Other family",0
"39","Hurstbridge","Four persons","Lone person household",0
"40","Hurstbridge","Four persons","Group household",0
"41","Hurstbridge","Five persons","One family household: Couple family with no children",0
"42","Hurstbridge","Five persons","One family household: Couple family with children",585
"43","Hurstbridge","Five persons","One family household: One parent family",15
"44","Hurstbridge","Five persons","One family household: Other family",0
"45","Hurstbridge","Five persons","Two or more family household: Couple family with no children",0
"46","Hurstbridge","Five persons","Two or more family household: Couple family with children",20
"47","Hurstbridge","Five persons","Two or more family household: One parent family",20
"48","Hurstbridge","Five persons","Two or more family household: Other family",0
"49","Hurstbridge","Five persons","Lone person household",0
"50","Hurstbridge","Five persons","Group household",0
"51","Hurstbridge","Six or more persons","One family household: Couple family with no children",0
"52","Hurstbridge","Six or more persons","One family household: Couple family with children",216
"53","Hurstbridge","Six or more persons","One family household: One parent family",18
"54","Hurstbridge","Six or more persons","One family household: Other family",0
"55","Hurstbridge","Six or more persons","Two or more family household: Couple family with no children",18
"56","Hurstbridge","Six or more persons","Two or more family household: Couple family with children",30
"57","Hurstbridge","Six or more persons","Two or more family household: One parent family",0
"58","Hurstbridge","Six or more persons","Two or more family household: Other family",0
"59","Hurstbridge","Six or more persons","Lone person household",0
"60","Hurstbridge","Six or more persons","Group household",0
