"","SA","Household Size","Family household type","Households count"
"1","Dingley Village","One person","One family household: Couple family with no children",0
"2","Dingley Village","One person","One family household: Couple family with children",0
"3","Dingley Village","One person","One family household: One parent family",0
"4","Dingley Village","One person","One family household: Other family",0
"5","Dingley Village","One person","Two or more family household: Couple family with no children",0
"6","Dingley Village","One person","Two or more family household: Couple family with children",0
"7","Dingley Village","One person","Two or more family household: One parent family",0
"8","Dingley Village","One person","Two or more family household: Other family",0
"9","Dingley Village","One person","Lone person household",769
"10","Dingley Village","One person","Group household",0
"11","Dingley Village","Two persons","One family household: Couple family with no children",1904
"12","Dingley Village","Two persons","One family household: Couple family with children",0
"13","Dingley Village","Two persons","One family household: One parent family",374
"14","Dingley Village","Two persons","One family household: Other family",38
"15","Dingley Village","Two persons","Two or more family household: Couple family with no children",0
"16","Dingley Village","Two persons","Two or more family household: Couple family with children",0
"17","Dingley Village","Two persons","Two or more family household: One parent family",0
"18","Dingley Village","Two persons","Two or more family household: Other family",0
"19","Dingley Village","Two persons","Lone person household",0
"20","Dingley Village","Two persons","Group household",70
"21","Dingley Village","Three persons","One family household: Couple family with no children",81
"22","Dingley Village","Three persons","One family household: Couple family with children",1314
"23","Dingley Village","Three persons","One family household: One parent family",396
"24","Dingley Village","Three persons","One family household: Other family",27
"25","Dingley Village","Three persons","Two or more family household: Couple family with no children",0
"26","Dingley Village","Three persons","Two or more family household: Couple family with children",0
"27","Dingley Village","Three persons","Two or more family household: One parent family",0
"28","Dingley Village","Three persons","Two or more family household: Other family",0
"29","Dingley Village","Three persons","Lone person household",0
"30","Dingley Village","Three persons","Group household",24
"31","Dingley Village","Four persons","One family household: Couple family with no children",12
"32","Dingley Village","Four persons","One family household: Couple family with children",2740
"33","Dingley Village","Four persons","One family household: One parent family",152
"34","Dingley Village","Four persons","One family household: Other family",0
"35","Dingley Village","Four persons","Two or more family household: Couple family with no children",28
"36","Dingley Village","Four persons","Two or more family household: Couple family with children",0
"37","Dingley Village","Four persons","Two or more family household: One parent family",24
"38","Dingley Village","Four persons","Two or more family household: Other family",0
"39","Dingley Village","Four persons","Lone person household",0
"40","Dingley Village","Four persons","Group household",0
"41","Dingley Village","Five persons","One family household: Couple family with no children",0
"42","Dingley Village","Five persons","One family household: Couple family with children",1325
"43","Dingley Village","Five persons","One family household: One parent family",70
"44","Dingley Village","Five persons","One family household: Other family",0
"45","Dingley Village","Five persons","Two or more family household: Couple family with no children",0
"46","Dingley Village","Five persons","Two or more family household: Couple family with children",60
"47","Dingley Village","Five persons","Two or more family household: One parent family",25
"48","Dingley Village","Five persons","Two or more family household: Other family",0
"49","Dingley Village","Five persons","Lone person household",0
"50","Dingley Village","Five persons","Group household",0
"51","Dingley Village","Six or more persons","One family household: Couple family with no children",0
"52","Dingley Village","Six or more persons","One family household: Couple family with children",324
"53","Dingley Village","Six or more persons","One family household: One parent family",0
"54","Dingley Village","Six or more persons","One family household: Other family",0
"55","Dingley Village","Six or more persons","Two or more family household: Couple family with no children",18
"56","Dingley Village","Six or more persons","Two or more family household: Couple family with children",108
"57","Dingley Village","Six or more persons","Two or more family household: One parent family",18
"58","Dingley Village","Six or more persons","Two or more family household: Other family",0
"59","Dingley Village","Six or more persons","Lone person household",0
"60","Dingley Village","Six or more persons","Group household",0
