"","SA","Household Size","Family household type","Households count"
"1","Skye - Sandhurst","One person","One family household: Couple family with no children",0
"2","Skye - Sandhurst","One person","One family household: Couple family with children",0
"3","Skye - Sandhurst","One person","One family household: One parent family",0
"4","Skye - Sandhurst","One person","One family household: Other family",0
"5","Skye - Sandhurst","One person","Two or more family household: Couple family with no children",0
"6","Skye - Sandhurst","One person","Two or more family household: Couple family with children",0
"7","Skye - Sandhurst","One person","Two or more family household: One parent family",0
"8","Skye - Sandhurst","One person","Two or more family household: Other family",0
"9","Skye - Sandhurst","One person","Lone person household",465
"10","Skye - Sandhurst","One person","Group household",0
"11","Skye - Sandhurst","Two persons","One family household: Couple family with no children",1740
"12","Skye - Sandhurst","Two persons","One family household: Couple family with children",0
"13","Skye - Sandhurst","Two persons","One family household: One parent family",252
"14","Skye - Sandhurst","Two persons","One family household: Other family",32
"15","Skye - Sandhurst","Two persons","Two or more family household: Couple family with no children",0
"16","Skye - Sandhurst","Two persons","Two or more family household: Couple family with children",0
"17","Skye - Sandhurst","Two persons","Two or more family household: One parent family",0
"18","Skye - Sandhurst","Two persons","Two or more family household: Other family",0
"19","Skye - Sandhurst","Two persons","Lone person household",0
"20","Skye - Sandhurst","Two persons","Group household",130
"21","Skye - Sandhurst","Three persons","One family household: Couple family with no children",138
"22","Skye - Sandhurst","Three persons","One family household: Couple family with children",1395
"23","Skye - Sandhurst","Three persons","One family household: One parent family",381
"24","Skye - Sandhurst","Three persons","One family household: Other family",36
"25","Skye - Sandhurst","Three persons","Two or more family household: Couple family with no children",0
"26","Skye - Sandhurst","Three persons","Two or more family household: Couple family with children",0
"27","Skye - Sandhurst","Three persons","Two or more family household: One parent family",0
"28","Skye - Sandhurst","Three persons","Two or more family household: Other family",0
"29","Skye - Sandhurst","Three persons","Lone person household",0
"30","Skye - Sandhurst","Three persons","Group household",24
"31","Skye - Sandhurst","Four persons","One family household: Couple family with no children",12
"32","Skye - Sandhurst","Four persons","One family household: Couple family with children",2852
"33","Skye - Sandhurst","Four persons","One family household: One parent family",244
"34","Skye - Sandhurst","Four persons","One family household: Other family",0
"35","Skye - Sandhurst","Four persons","Two or more family household: Couple family with no children",52
"36","Skye - Sandhurst","Four persons","Two or more family household: Couple family with children",0
"37","Skye - Sandhurst","Four persons","Two or more family household: One parent family",32
"38","Skye - Sandhurst","Four persons","Two or more family household: Other family",0
"39","Skye - Sandhurst","Four persons","Lone person household",0
"40","Skye - Sandhurst","Four persons","Group household",16
"41","Skye - Sandhurst","Five persons","One family household: Couple family with no children",0
"42","Skye - Sandhurst","Five persons","One family household: Couple family with children",1505
"43","Skye - Sandhurst","Five persons","One family household: One parent family",85
"44","Skye - Sandhurst","Five persons","One family household: Other family",0
"45","Skye - Sandhurst","Five persons","Two or more family household: Couple family with no children",0
"46","Skye - Sandhurst","Five persons","Two or more family household: Couple family with children",85
"47","Skye - Sandhurst","Five persons","Two or more family household: One parent family",45
"48","Skye - Sandhurst","Five persons","Two or more family household: Other family",0
"49","Skye - Sandhurst","Five persons","Lone person household",0
"50","Skye - Sandhurst","Five persons","Group household",0
"51","Skye - Sandhurst","Six or more persons","One family household: Couple family with no children",0
"52","Skye - Sandhurst","Six or more persons","One family household: Couple family with children",498
"53","Skye - Sandhurst","Six or more persons","One family household: One parent family",42
"54","Skye - Sandhurst","Six or more persons","One family household: Other family",0
"55","Skye - Sandhurst","Six or more persons","Two or more family household: Couple family with no children",0
"56","Skye - Sandhurst","Six or more persons","Two or more family household: Couple family with children",180
"57","Skye - Sandhurst","Six or more persons","Two or more family household: One parent family",42
"58","Skye - Sandhurst","Six or more persons","Two or more family household: Other family",0
"59","Skye - Sandhurst","Six or more persons","Lone person household",0
"60","Skye - Sandhurst","Six or more persons","Group household",0
