"","SA","Household Size","Family household type","Households count"
"1","Rowville - South","One person","One family household: Couple family with no children",0
"2","Rowville - South","One person","One family household: Couple family with children",0
"3","Rowville - South","One person","One family household: One parent family",0
"4","Rowville - South","One person","One family household: Other family",0
"5","Rowville - South","One person","Two or more family household: Couple family with no children",0
"6","Rowville - South","One person","Two or more family household: Couple family with children",0
"7","Rowville - South","One person","Two or more family household: One parent family",0
"8","Rowville - South","One person","Two or more family household: Other family",0
"9","Rowville - South","One person","Lone person household",286
"10","Rowville - South","One person","Group household",0
"11","Rowville - South","Two persons","One family household: Couple family with no children",1398
"12","Rowville - South","Two persons","One family household: Couple family with children",0
"13","Rowville - South","Two persons","One family household: One parent family",212
"14","Rowville - South","Two persons","One family household: Other family",44
"15","Rowville - South","Two persons","Two or more family household: Couple family with no children",0
"16","Rowville - South","Two persons","Two or more family household: Couple family with children",0
"17","Rowville - South","Two persons","Two or more family household: One parent family",0
"18","Rowville - South","Two persons","Two or more family household: Other family",0
"19","Rowville - South","Two persons","Lone person household",0
"20","Rowville - South","Two persons","Group household",74
"21","Rowville - South","Three persons","One family household: Couple family with no children",129
"22","Rowville - South","Three persons","One family household: Couple family with children",1509
"23","Rowville - South","Three persons","One family household: One parent family",306
"24","Rowville - South","Three persons","One family household: Other family",33
"25","Rowville - South","Three persons","Two or more family household: Couple family with no children",0
"26","Rowville - South","Three persons","Two or more family household: Couple family with children",0
"27","Rowville - South","Three persons","Two or more family household: One parent family",0
"28","Rowville - South","Three persons","Two or more family household: Other family",0
"29","Rowville - South","Three persons","Lone person household",0
"30","Rowville - South","Three persons","Group household",24
"31","Rowville - South","Four persons","One family household: Couple family with no children",28
"32","Rowville - South","Four persons","One family household: Couple family with children",3588
"33","Rowville - South","Four persons","One family household: One parent family",164
"34","Rowville - South","Four persons","One family household: Other family",0
"35","Rowville - South","Four persons","Two or more family household: Couple family with no children",56
"36","Rowville - South","Four persons","Two or more family household: Couple family with children",0
"37","Rowville - South","Four persons","Two or more family household: One parent family",20
"38","Rowville - South","Four persons","Two or more family household: Other family",0
"39","Rowville - South","Four persons","Lone person household",0
"40","Rowville - South","Four persons","Group household",0
"41","Rowville - South","Five persons","One family household: Couple family with no children",0
"42","Rowville - South","Five persons","One family household: Couple family with children",1890
"43","Rowville - South","Five persons","One family household: One parent family",30
"44","Rowville - South","Five persons","One family household: Other family",0
"45","Rowville - South","Five persons","Two or more family household: Couple family with no children",35
"46","Rowville - South","Five persons","Two or more family household: Couple family with children",65
"47","Rowville - South","Five persons","Two or more family household: One parent family",20
"48","Rowville - South","Five persons","Two or more family household: Other family",0
"49","Rowville - South","Five persons","Lone person household",0
"50","Rowville - South","Five persons","Group household",0
"51","Rowville - South","Six or more persons","One family household: Couple family with no children",0
"52","Rowville - South","Six or more persons","One family household: Couple family with children",522
"53","Rowville - South","Six or more persons","One family household: One parent family",18
"54","Rowville - South","Six or more persons","One family household: Other family",0
"55","Rowville - South","Six or more persons","Two or more family household: Couple family with no children",0
"56","Rowville - South","Six or more persons","Two or more family household: Couple family with children",126
"57","Rowville - South","Six or more persons","Two or more family household: One parent family",18
"58","Rowville - South","Six or more persons","Two or more family household: Other family",0
"59","Rowville - South","Six or more persons","Lone person household",0
"60","Rowville - South","Six or more persons","Group household",0
