"","SA","Household Size","Family household type","Households count"
"1","Glenroy - Hadfield","One person","One family household: Couple family with no children",0
"2","Glenroy - Hadfield","One person","One family household: Couple family with children",0
"3","Glenroy - Hadfield","One person","One family household: One parent family",0
"4","Glenroy - Hadfield","One person","One family household: Other family",0
"5","Glenroy - Hadfield","One person","Two or more family household: Couple family with no children",0
"6","Glenroy - Hadfield","One person","Two or more family household: Couple family with children",0
"7","Glenroy - Hadfield","One person","Two or more family household: One parent family",0
"8","Glenroy - Hadfield","One person","Two or more family household: Other family",0
"9","Glenroy - Hadfield","One person","Lone person household",2577
"10","Glenroy - Hadfield","One person","Group household",0
"11","Glenroy - Hadfield","Two persons","One family household: Couple family with no children",4402
"12","Glenroy - Hadfield","Two persons","One family household: Couple family with children",0
"13","Glenroy - Hadfield","Two persons","One family household: One parent family",1270
"14","Glenroy - Hadfield","Two persons","One family household: Other family",222
"15","Glenroy - Hadfield","Two persons","Two or more family household: Couple family with no children",0
"16","Glenroy - Hadfield","Two persons","Two or more family household: Couple family with children",0
"17","Glenroy - Hadfield","Two persons","Two or more family household: One parent family",0
"18","Glenroy - Hadfield","Two persons","Two or more family household: Other family",0
"19","Glenroy - Hadfield","Two persons","Lone person household",0
"20","Glenroy - Hadfield","Two persons","Group household",494
"21","Glenroy - Hadfield","Three persons","One family household: Couple family with no children",414
"22","Glenroy - Hadfield","Three persons","One family household: Couple family with children",3042
"23","Glenroy - Hadfield","Three persons","One family household: One parent family",1080
"24","Glenroy - Hadfield","Three persons","One family household: Other family",87
"25","Glenroy - Hadfield","Three persons","Two or more family household: Couple family with no children",0
"26","Glenroy - Hadfield","Three persons","Two or more family household: Couple family with children",0
"27","Glenroy - Hadfield","Three persons","Two or more family household: One parent family",0
"28","Glenroy - Hadfield","Three persons","Two or more family household: Other family",0
"29","Glenroy - Hadfield","Three persons","Lone person household",0
"30","Glenroy - Hadfield","Three persons","Group household",207
"31","Glenroy - Hadfield","Four persons","One family household: Couple family with no children",164
"32","Glenroy - Hadfield","Four persons","One family household: Couple family with children",4912
"33","Glenroy - Hadfield","Four persons","One family household: One parent family",516
"34","Glenroy - Hadfield","Four persons","One family household: Other family",36
"35","Glenroy - Hadfield","Four persons","Two or more family household: Couple family with no children",80
"36","Glenroy - Hadfield","Four persons","Two or more family household: Couple family with children",0
"37","Glenroy - Hadfield","Four persons","Two or more family household: One parent family",64
"38","Glenroy - Hadfield","Four persons","Two or more family household: Other family",16
"39","Glenroy - Hadfield","Four persons","Lone person household",0
"40","Glenroy - Hadfield","Four persons","Group household",168
"41","Glenroy - Hadfield","Five persons","One family household: Couple family with no children",60
"42","Glenroy - Hadfield","Five persons","One family household: Couple family with children",2480
"43","Glenroy - Hadfield","Five persons","One family household: One parent family",270
"44","Glenroy - Hadfield","Five persons","One family household: Other family",15
"45","Glenroy - Hadfield","Five persons","Two or more family household: Couple family with no children",45
"46","Glenroy - Hadfield","Five persons","Two or more family household: Couple family with children",75
"47","Glenroy - Hadfield","Five persons","Two or more family household: One parent family",105
"48","Glenroy - Hadfield","Five persons","Two or more family household: Other family",0
"49","Glenroy - Hadfield","Five persons","Lone person household",0
"50","Glenroy - Hadfield","Five persons","Group household",115
"51","Glenroy - Hadfield","Six or more persons","One family household: Couple family with no children",36
"52","Glenroy - Hadfield","Six or more persons","One family household: Couple family with children",1794
"53","Glenroy - Hadfield","Six or more persons","One family household: One parent family",192
"54","Glenroy - Hadfield","Six or more persons","One family household: Other family",0
"55","Glenroy - Hadfield","Six or more persons","Two or more family household: Couple family with no children",24
"56","Glenroy - Hadfield","Six or more persons","Two or more family household: Couple family with children",420
"57","Glenroy - Hadfield","Six or more persons","Two or more family household: One parent family",126
"58","Glenroy - Hadfield","Six or more persons","Two or more family household: Other family",0
"59","Glenroy - Hadfield","Six or more persons","Lone person household",0
"60","Glenroy - Hadfield","Six or more persons","Group household",18
