"","SA","Household Size","Family household type","Households count"
"1","Abbotsford","One person","One family household: Couple family with no children",0
"2","Abbotsford","One person","One family household: Couple family with children",0
"3","Abbotsford","One person","One family household: One parent family",0
"4","Abbotsford","One person","One family household: Other family",0
"5","Abbotsford","One person","Two or more family household: Couple family with no children",0
"6","Abbotsford","One person","Two or more family household: Couple family with children",0
"7","Abbotsford","One person","Two or more family household: One parent family",0
"8","Abbotsford","One person","Two or more family household: Other family",0
"9","Abbotsford","One person","Lone person household",530
"10","Abbotsford","One person","Group household",0
"11","Abbotsford","Two persons","One family household: Couple family with no children",906
"12","Abbotsford","Two persons","One family household: Couple family with children",0
"13","Abbotsford","Two persons","One family household: One parent family",160
"14","Abbotsford","Two persons","One family household: Other family",56
"15","Abbotsford","Two persons","Two or more family household: Couple family with no children",0
"16","Abbotsford","Two persons","Two or more family household: Couple family with children",0
"17","Abbotsford","Two persons","Two or more family household: One parent family",0
"18","Abbotsford","Two persons","Two or more family household: Other family",0
"19","Abbotsford","Two persons","Lone person household",0
"20","Abbotsford","Two persons","Group household",306
"21","Abbotsford","Three persons","One family household: Couple family with no children",99
"22","Abbotsford","Three persons","One family household: Couple family with children",429
"23","Abbotsford","Three persons","One family household: One parent family",78
"24","Abbotsford","Three persons","One family household: Other family",36
"25","Abbotsford","Three persons","Two or more family household: Couple family with no children",0
"26","Abbotsford","Three persons","Two or more family household: Couple family with children",0
"27","Abbotsford","Three persons","Two or more family household: One parent family",0
"28","Abbotsford","Three persons","Two or more family household: Other family",0
"29","Abbotsford","Three persons","Lone person household",0
"30","Abbotsford","Three persons","Group household",303
"31","Abbotsford","Four persons","One family household: Couple family with no children",48
"32","Abbotsford","Four persons","One family household: Couple family with children",604
"33","Abbotsford","Four persons","One family household: One parent family",28
"34","Abbotsford","Four persons","One family household: Other family",12
"35","Abbotsford","Four persons","Two or more family household: Couple family with no children",0
"36","Abbotsford","Four persons","Two or more family household: Couple family with children",0
"37","Abbotsford","Four persons","Two or more family household: One parent family",0
"38","Abbotsford","Four persons","Two or more family household: Other family",12
"39","Abbotsford","Four persons","Lone person household",0
"40","Abbotsford","Four persons","Group household",112
"41","Abbotsford","Five persons","One family household: Couple family with no children",0
"42","Abbotsford","Five persons","One family household: Couple family with children",175
"43","Abbotsford","Five persons","One family household: One parent family",30
"44","Abbotsford","Five persons","One family household: Other family",0
"45","Abbotsford","Five persons","Two or more family household: Couple family with no children",0
"46","Abbotsford","Five persons","Two or more family household: Couple family with children",0
"47","Abbotsford","Five persons","Two or more family household: One parent family",0
"48","Abbotsford","Five persons","Two or more family household: Other family",0
"49","Abbotsford","Five persons","Lone person household",0
"50","Abbotsford","Five persons","Group household",15
"51","Abbotsford","Six or more persons","One family household: Couple family with no children",0
"52","Abbotsford","Six or more persons","One family household: Couple family with children",84
"53","Abbotsford","Six or more persons","One family household: One parent family",18
"54","Abbotsford","Six or more persons","One family household: Other family",0
"55","Abbotsford","Six or more persons","Two or more family household: Couple family with no children",0
"56","Abbotsford","Six or more persons","Two or more family household: Couple family with children",42
"57","Abbotsford","Six or more persons","Two or more family household: One parent family",18
"58","Abbotsford","Six or more persons","Two or more family household: Other family",0
"59","Abbotsford","Six or more persons","Lone person household",0
"60","Abbotsford","Six or more persons","Group household",0
