"","SA","Household Size","Family household type","Households count"
"1","Cranbourne South","One person","One family household: Couple family with no children",0
"2","Cranbourne South","One person","One family household: Couple family with children",0
"3","Cranbourne South","One person","One family household: One parent family",0
"4","Cranbourne South","One person","One family household: Other family",0
"5","Cranbourne South","One person","Two or more family household: Couple family with no children",0
"6","Cranbourne South","One person","Two or more family household: Couple family with children",0
"7","Cranbourne South","One person","Two or more family household: One parent family",0
"8","Cranbourne South","One person","Two or more family household: Other family",0
"9","Cranbourne South","One person","Lone person household",361
"10","Cranbourne South","One person","Group household",0
"11","Cranbourne South","Two persons","One family household: Couple family with no children",1308
"12","Cranbourne South","Two persons","One family household: Couple family with children",0
"13","Cranbourne South","Two persons","One family household: One parent family",118
"14","Cranbourne South","Two persons","One family household: Other family",20
"15","Cranbourne South","Two persons","Two or more family household: Couple family with no children",0
"16","Cranbourne South","Two persons","Two or more family household: Couple family with children",0
"17","Cranbourne South","Two persons","Two or more family household: One parent family",0
"18","Cranbourne South","Two persons","Two or more family household: Other family",0
"19","Cranbourne South","Two persons","Lone person household",0
"20","Cranbourne South","Two persons","Group household",76
"21","Cranbourne South","Three persons","One family household: Couple family with no children",87
"22","Cranbourne South","Three persons","One family household: Couple family with children",771
"23","Cranbourne South","Three persons","One family household: One parent family",159
"24","Cranbourne South","Three persons","One family household: Other family",9
"25","Cranbourne South","Three persons","Two or more family household: Couple family with no children",0
"26","Cranbourne South","Three persons","Two or more family household: Couple family with children",0
"27","Cranbourne South","Three persons","Two or more family household: One parent family",0
"28","Cranbourne South","Three persons","Two or more family household: Other family",0
"29","Cranbourne South","Three persons","Lone person household",0
"30","Cranbourne South","Three persons","Group household",9
"31","Cranbourne South","Four persons","One family household: Couple family with no children",0
"32","Cranbourne South","Four persons","One family household: Couple family with children",1500
"33","Cranbourne South","Four persons","One family household: One parent family",136
"34","Cranbourne South","Four persons","One family household: Other family",0
"35","Cranbourne South","Four persons","Two or more family household: Couple family with no children",40
"36","Cranbourne South","Four persons","Two or more family household: Couple family with children",0
"37","Cranbourne South","Four persons","Two or more family household: One parent family",44
"38","Cranbourne South","Four persons","Two or more family household: Other family",0
"39","Cranbourne South","Four persons","Lone person household",0
"40","Cranbourne South","Four persons","Group household",0
"41","Cranbourne South","Five persons","One family household: Couple family with no children",0
"42","Cranbourne South","Five persons","One family household: Couple family with children",825
"43","Cranbourne South","Five persons","One family household: One parent family",50
"44","Cranbourne South","Five persons","One family household: Other family",0
"45","Cranbourne South","Five persons","Two or more family household: Couple family with no children",0
"46","Cranbourne South","Five persons","Two or more family household: Couple family with children",20
"47","Cranbourne South","Five persons","Two or more family household: One parent family",20
"48","Cranbourne South","Five persons","Two or more family household: Other family",0
"49","Cranbourne South","Five persons","Lone person household",0
"50","Cranbourne South","Five persons","Group household",0
"51","Cranbourne South","Six or more persons","One family household: Couple family with no children",0
"52","Cranbourne South","Six or more persons","One family household: Couple family with children",498
"53","Cranbourne South","Six or more persons","One family household: One parent family",30
"54","Cranbourne South","Six or more persons","One family household: Other family",0
"55","Cranbourne South","Six or more persons","Two or more family household: Couple family with no children",0
"56","Cranbourne South","Six or more persons","Two or more family household: Couple family with children",138
"57","Cranbourne South","Six or more persons","Two or more family household: One parent family",48
"58","Cranbourne South","Six or more persons","Two or more family household: Other family",0
"59","Cranbourne South","Six or more persons","Lone person household",0
"60","Cranbourne South","Six or more persons","Group household",0
