"","SA","Household Size","Family household type","Households count"
"1","South Yarra - East","One person","One family household: Couple family with no children",0
"2","South Yarra - East","One person","One family household: Couple family with children",0
"3","South Yarra - East","One person","One family household: One parent family",0
"4","South Yarra - East","One person","One family household: Other family",0
"5","South Yarra - East","One person","Two or more family household: Couple family with no children",0
"6","South Yarra - East","One person","Two or more family household: Couple family with children",0
"7","South Yarra - East","One person","Two or more family household: One parent family",0
"8","South Yarra - East","One person","Two or more family household: Other family",0
"9","South Yarra - East","One person","Lone person household",2846
"10","South Yarra - East","One person","Group household",0
"11","South Yarra - East","Two persons","One family household: Couple family with no children",3756
"12","South Yarra - East","Two persons","One family household: Couple family with children",0
"13","South Yarra - East","Two persons","One family household: One parent family",432
"14","South Yarra - East","Two persons","One family household: Other family",270
"15","South Yarra - East","Two persons","Two or more family household: Couple family with no children",0
"16","South Yarra - East","Two persons","Two or more family household: Couple family with children",0
"17","South Yarra - East","Two persons","Two or more family household: One parent family",0
"18","South Yarra - East","Two persons","Two or more family household: Other family",0
"19","South Yarra - East","Two persons","Lone person household",0
"20","South Yarra - East","Two persons","Group household",1464
"21","South Yarra - East","Three persons","One family household: Couple family with no children",276
"22","South Yarra - East","Three persons","One family household: Couple family with children",1083
"23","South Yarra - East","Three persons","One family household: One parent family",327
"24","South Yarra - East","Three persons","One family household: Other family",99
"25","South Yarra - East","Three persons","Two or more family household: Couple family with no children",0
"26","South Yarra - East","Three persons","Two or more family household: Couple family with children",0
"27","South Yarra - East","Three persons","Two or more family household: One parent family",0
"28","South Yarra - East","Three persons","Two or more family household: Other family",0
"29","South Yarra - East","Three persons","Lone person household",0
"30","South Yarra - East","Three persons","Group household",489
"31","South Yarra - East","Four persons","One family household: Couple family with no children",56
"32","South Yarra - East","Four persons","One family household: Couple family with children",1084
"33","South Yarra - East","Four persons","One family household: One parent family",124
"34","South Yarra - East","Four persons","One family household: Other family",12
"35","South Yarra - East","Four persons","Two or more family household: Couple family with no children",12
"36","South Yarra - East","Four persons","Two or more family household: Couple family with children",0
"37","South Yarra - East","Four persons","Two or more family household: One parent family",12
"38","South Yarra - East","Four persons","Two or more family household: Other family",0
"39","South Yarra - East","Four persons","Lone person household",0
"40","South Yarra - East","Four persons","Group household",156
"41","South Yarra - East","Five persons","One family household: Couple family with no children",20
"42","South Yarra - East","Five persons","One family household: Couple family with children",385
"43","South Yarra - East","Five persons","One family household: One parent family",60
"44","South Yarra - East","Five persons","One family household: Other family",0
"45","South Yarra - East","Five persons","Two or more family household: Couple family with no children",0
"46","South Yarra - East","Five persons","Two or more family household: Couple family with children",15
"47","South Yarra - East","Five persons","Two or more family household: One parent family",50
"48","South Yarra - East","Five persons","Two or more family household: Other family",0
"49","South Yarra - East","Five persons","Lone person household",0
"50","South Yarra - East","Five persons","Group household",45
"51","South Yarra - East","Six or more persons","One family household: Couple family with no children",0
"52","South Yarra - East","Six or more persons","One family household: Couple family with children",120
"53","South Yarra - East","Six or more persons","One family household: One parent family",24
"54","South Yarra - East","Six or more persons","One family household: Other family",0
"55","South Yarra - East","Six or more persons","Two or more family household: Couple family with no children",0
"56","South Yarra - East","Six or more persons","Two or more family household: Couple family with children",18
"57","South Yarra - East","Six or more persons","Two or more family household: One parent family",0
"58","South Yarra - East","Six or more persons","Two or more family household: Other family",0
"59","South Yarra - East","Six or more persons","Lone person household",0
"60","South Yarra - East","Six or more persons","Group household",0
